ncbi,id
gene:Ocbimv22013071m.g,"Wnt ""A"" Carrie old"
gene:Ocbimv22001674m.g,Choline/carnitine acytransferase
gene:Ocbimv22018625m.g,Mediator of RNA polymerase transcription subunit
gene:Ocbimv22016890m.g,C2H2
gene:Ocbimv22033826m.g,Kelch like protein
gene:Ocbimv22017828m.g,Mysm myb like SWIRM and MPN domains
gene:Ocbimv22005762m.g,Hits but short so re-search
gene:Ocbimv22011214m.g,No hits (squid and invert hits)
gene:Ocbimv22039100m.g,Ankyrin repeat (UNC?)
gene:Ocbimv22024005m.g,No hits
gene:Ocbimv22034612m.g,No hits (but lots of Ocbi C2H2 hits)
gene:Ocbimv22010122m.g,No hits
gene:Ocbimv22010579m.g,No hit
gene:Ocbimv22011058m.g,No identifying hits (squid hit)
gene:Ocbimv22021661m.g,Mitochondrial ribosomal protein L9 
gene:Ocbimv22028837m.g,Hsd3b1 Steroid dehydrogenase
gene:Ocbimv22011037m.g,No hits
gene:Ocbimv22017246m.g,GPCR (Rhodopsin family but not one of our opsins)
gene:Ocbimv22032557m.g,No hit
gene:Ocbimv22025965m.g,Cadherin
gene:Ocbimv22020833m.g,Cadherin
gene:Ocbimv22003864m.g,Carbon-nitrogen hydrolase
gene:Ocbimv22001242m.g,Cadherin
gene:Ocbimv22027983m.g,No hits
gene:Ocbimv22035760m.g,Cadherin
gene:Ocbimv22015601m.g,Kelch-like protein
gene:Ocbimv22033333m.g,Nkx2.X?
gene:Ocbimv22027950m.g,No hits (Squid hit)
gene:Ocbimv22028019m.g,No hits (squid hit)
gene:Ocbimv22012241m.g,von Willebrand factor
gene:Ocbimv22038474m.g,von Willebrand factor
gene:Ocbimv22003840m.g,No hit (squid and invert hits)
gene:Ocbimv22030189m.g,GPCR (FMRFaminde?)
gene:Ocbimv22001300m.g,No hit (squid hit)
gene:Ocbimv22033830m.g,No hit
gene:Ocbimv22022298m.g,No hit
gene:Ocbimv22029418m.g,No hits (squid and invert hits)
gene:Ocbimv22003781m.g,Solute carrier family member 45
gene:Ocbimv22007901m.g,Pax...
gene:Ocbimv22030911m.g,Cytoskeleton associated protein
gene:Ocbimv22000242m.g,Eukaryotic protein of unknown function
gene:Ocbimv22011834m.g,No hits
gene:Ocbimv22023426m.g,AchE?! Confirm
gene:Ocbimv22035696m.g,Vascular endothilial growth factor/tyrosine kinase
gene:Ocbimv22000847m.g,Cadherin
gene:Ocbimv22004602m.g,7TMR secretin family (latrophilin?)
gene:Ocbimv22023191m.g,No hits
gene:Ocbimv22022526m.g,Dopa-decarboxylase? DBH
gene:Ocbimv22016098m.g,G protein regulated inducer of neurite outgrowth
gene:Ocbimv22026413m.g,Calbindin
gene:Ocbimv22038284m.g,Copine
gene:Ocbimv22013249m.g,No hit
gene:Ocbimv22028614m.g,Immunoglobulin/Hemicentin
gene:Ocbimv22021549m.g,Wnt family (not on me or Carrie's list)
gene:Ocbimv22026302m.g,No hits (squid and invert hits)
gene:Ocbimv22015853m.g,Cadherin
gene:Ocbimv22015857m.g,Deoxyribonuclease gamma
gene:Ocbimv22038347m.g,Small nuclear ribonucleoprotein
gene:Ocbimv22027357m.g,Collagen triple helix repeat
gene:Ocbimv22026896m.g,No hit
gene:Ocbimv22036312m.g,No hits
gene:Ocbimv22032144m.g,No hits
gene:Ocbimv22001171m.g,No hit (squid hit)
gene:Ocbimv22017369m.g,Tyrosine Hydroxylase
gene:Ocbimv22016068m.g,G protein regulated inducer of neurite outgrowth
gene:Ocbimv22003415m.g,No hit (squid hit)
gene:Ocbimv22022904m.g,Aquaporin
gene:Ocbimv22008397m.g,No hit
gene:Ocbimv22017224m.g,Thioester containing protein
gene:Ocbimv22007235m.g,Protein kinase C domain protein
gene:Ocbimv22029069m.g,No hits (squid hit)
gene:Ocbimv22036908m.g,Protein of unknown function
gene:Ocbimv22026992m.g,No identifying hits
gene:Ocbimv22030782m.g,No identifying hits
gene:Ocbimv22012644m.g,No hits (squid hit)
gene:Ocbimv22027923m.g,GPCR (Rhodopsin family but not one of our opsins)
gene:Ocbimv22001674m.g,Choline/carnitine acytransferase
gene:Ocbimv22005735m.g,No hit
gene:Ocbimv22009231m.g,Alpha-tocopheral transfer protein
gene:Ocbimv22038284m.g,Copine
gene:Ocbimv22002565m.g,Aminopeptidase
gene:Ocbimv22034848m.g,nAchr
gene:Ocbimv22012192m.g,No hits
gene:Ocbimv22015400m.g,No hit (squid hit)
gene:Ocbimv22008259m.g,Major facilitator superfamily domain containing like
gene:Ocbimv22032903m.g,Tctex1 family
gene:Ocbimv22024658m.g,Synaptotagmin
gene:Ocbimv22006635m.g,Afadin
gene:Ocbimv22023596m.g,No hit (Squid hit)
gene:Ocbimv22012626m.g,No hit (squid hit)
gene:Ocbimv22039574m.g,Fibronectin
gene:Ocbimv22001300m.g,No hit (squid hit)
gene:Ocbimv22003415m.g,No hit (squid hit)
gene:Ocbimv22022111m.g,No hits
gene:Ocbimv22015141m.g,No hit
gene:Ocbimv22032418m.g,Ets domain oncogene family
gene:Ocbimv22022916m.g,Caspase domain 6 apoptosis related cysteine peptidase
gene:Ocbimv22027758m.g,Innexin
gene:Ocbimv22003845m.g,SET and MYND domain containing protein
gene:Ocbimv22011999m.g,GPCR (Rhodopsin family but not one of our opsins)
gene:Ocbimv22027816m.g,No hits (Squid hit)
gene:Ocbimv22028897m.g,Unknown function
gene:Ocbimv22028510m.g,C2H2
gene:Ocbimv22026581m.g,Insulin like growth factor binding protein subunit
gene:Ocbimv22037277m.g,Cadherin
gene:Ocbimv22011036m.g,Copper amine oxidase amiloride binding protein
gene:Ocbimv22017379m.g,R-spondin
gene:Ocbimv22039334m.g,No hit
gene:Ocbimv22037276m.g,Cadherin
gene:Ocbimv22039808m.g,C2H2
gene:Ocbimv22011001m.g,Fibronectin
gene:Ocbimv22039575m.g,"No hits (squid, invert hits but not great)"
gene:Ocbimv22025800m.g,Hox(OTX?)
gene:Ocbimv22032145m.g,No hits
gene:Ocbimv22003430m.g,Fibrinogen beta and gamma chain C terminal globular domain angiopoeitin
gene:Ocbimv22018280m.g,Exportin
gene:Ocbimv22027174m.g,No hit (Squid hit)
gene:Ocbimv22009073m.g,GPCR (mAchR)
gene:Ocbimv22029420m.g,No hit (lottia hit)
gene:Ocbimv22003602m.g,SLC
gene:Ocbimv22007586m.g,Cadherin
gene:Ocbimv22014404m.g,Bacterial protein of unknown function
gene:Ocbimv22011018m.g,GPCR (Rhodopsin family but not one of our opsins)
gene:Ocbimv22006809m.g,7TMR secretin family (latrophilin?)
gene:Ocbimv22030571m.g,Polysaccharide deacetylase
gene:Ocbimv22014656m.g,SLC(7/9?)
gene:Ocbimv22009595m.g,cGMP dependent protein kinase
gene:Ocbimv22009932m.g,Ferric reductase
gene:Ocbimv22019285m.g,Noggin
gene:Ocbimv22022904m.g,Aquaporin
gene:Ocbimv22002610m.g,Tetraspanin
gene:Ocbimv22005750m.g,No hit
gene:Ocbimv22006554m.g,Hits but short so re-search
gene:Ocbimv22027688m.g,Citron Rho interacting serine/threonine kinase
gene:Ocbimv22032557m.g,No hit
gene:Ocbimv22009317m.g,Sodium neurotransmitter symporter family
gene:Ocbimv22026946m.g,Stereocilin
gene:Ocbimv22033535m.g,von Willebrand factor
gene:Ocbimv22027688m.g,Citron Rho interacting serine/threonine kinase
gene:Ocbimv22034907m.g,No hit (Squid hit)
gene:Ocbimv22034704m.g,FAM69 isoform
gene:Ocbimv22026836m.g,Methyl CpG binding domain DNA repair protein
gene:Ocbimv22003826m.g,Cadherin
gene:Ocbimv22015141m.g,No hit
gene:Ocbimv22018192m.g,No hits
gene:Ocbimv22032143m.g,No hits
gene:Ocbimv22037424m.g,Beta lactamase
gene:Ocbimv22036319m.g,Multicopper oxidase hepaestin
gene:Ocbimv22039574m.g,Fibronectin
gene:Ocbimv22035504m.g,Leucine rich repeat
gene:Ocbimv22021700m.g,No hit
gene:Ocbimv22013248m.g,Universal stress protein family
gene:Ocbimv22035096m.g,Metallopeptidase
gene:Ocbimv22012334m.g,Integrin
gene:Ocbimv22030377m.g,Caprin family member
gene:Ocbimv22003781m.g,Solute carrier family member 45
gene:Ocbimv22006974m.g,No hits
gene:Ocbimv22023842m.g,FMRF related peptide
gene:Ocbimv22035245m.g,Collagen triple helix repeat
gene:Ocbimv22031751m.g,Matrixin metallopeptidase
gene:Ocbimv22006967m.g,Fasciclin domain transforming growth factor
gene:Ocbimv22016723m.g,Inter alpha trypsin inhibitor heavy chain family von Willebrand factor
gene:Ocbimv22017380m.g,No hit
gene:Ocbimv22038774m.g,No hit
gene:Ocbimv22025728m.g,Cadherin
gene:Ocbimv22000852m.g,Cadherin
gene:Ocbimv22009482m.g,No hits
gene:Ocbimv22020189m.g,No identifying hits
gene:Ocbimv22009233m.g,Frizzled domain (not Carrie's devo ID)
gene:Ocbimv22015731m.g,Cadherin
gene:Ocbimv22014014m.g,No hits (squid invert hit)
gene:Ocbimv22031788m.g,7TMR (Rhodopsin family but thyrotropin releasing hormone receptor)
gene:Ocbimv22002743m.g,Putative peptidoglycan Mmp1
gene:Ocbimv22014450m.g,Cadherin
gene:Ocbimv22029421m.g,No hits (squid hit)
gene:Ocbimv22038375m.g,7TMR
gene:Ocbimv22006133m.g,Janus kinase and microtubule interacting protein
gene:Ocbimv22034909m.g,No hit (Squid hit)
gene:Ocbimv22010903m.g,No hits
gene:Ocbimv22026748m.g,Ephrin
gene:Ocbimv22028234m.g,Trypsin
gene:Ocbimv22017268m.g,No hit
gene:Ocbimv22027280m.g,No hit
gene:Ocbimv22026009m.g,Pax(6?! another?)
gene:Ocbimv22029227m.g,Copper type 2 dependent ascorbate dependent monoxygenase (DBH like)
gene:Ocbimv22025302m.g,Calmodulin
gene:Ocbimv22006963m.g,nAchR
gene:Ocbimv22030893m.g,No hit
gene:Ocbimv22033333m.g,Nkx2.X?
gene:Ocbimv22020811m.g,Cadherin
gene:Ocbimv22016617m.g,Astacin ShK domain like tolloid like
gene:Ocbimv22007329m.g,Caspase domain 6 apoptosis related cysteine peptidase
gene:Ocbimv22030094m.g,AchR
gene:Ocbimv22009073m.g,GPCR (mAchR)
gene:Ocbimv22027754m.g,No hit
gene:Ocbimv22025726m.g,Noggin (not on me or Carrie's list)
gene:Ocbimv22022227m.g,No hits
gene:Ocbimv22014466m.g,Core brancing enzyme glucosaminyl N-acetyl transferase mucin type
gene:Ocbimv22027288m.g,Ribosomal protein
gene:Ocbimv22015630m.g,"7TMR (Rhodopsin family but not one of ours, orexin receptor?)"
gene:Ocbimv22007496m.g,Anp1
gene:Ocbimv22039556m.g,Enoyl-CoA hydratase domain
gene:Ocbimv22001882m.g,Calpain
gene:Ocbimv22034772m.g,No hit
gene:Ocbimv22024569m.g,No hits
gene:Ocbimv22030814m.g,Lysosomal cobalamin transporter
gene:Ocbimv22004983m.g,No hit
gene:Ocbimv22028003m.g,Palmitotransferase zinc finger
gene:Ocbimv22007500m.g,No hit (squid hit)
gene:Ocbimv22031569m.g,No hits
gene:Ocbimv22001877m.g,Inward rectifying potassium channel
gene:Ocbimv22006906m.g,No hit
gene:Ocbimv22006448m.g,No hit (Squid hit)
gene:Ocbimv22027169m.g,Cadherin
gene:Ocbimv22020821m.g,Cadherin
gene:Ocbimv22031093m.g,Cadherin
gene:Ocbimv22009175m.g,SLC
gene:Ocbimv22015226m.g,No hit
gene:Ocbimv22029954m.g,No hits (squid and invert hits)
gene:Ocbimv22014503m.g,Pancreatic lipase related protein
gene:Ocbimv22006906m.g,No hit
gene:Ocbimv22002061m.g,No hit (squid hit)
gene:Ocbimv22013326m.g,BAT N-terminus/PRRC2C
gene:Ocbimv22025800m.g,Hox(OTX?)
gene:Ocbimv22023596m.g,No hit (Squid hit)
gene:Ocbimv22012958m.g,Neuroligin
gene:Ocbimv22021446m.g,No hits
gene:Ocbimv22006510m.g,No hit
gene:Ocbimv22037736m.g,ABC transporter ATP binding casette
gene:Ocbimv22016732m.g,No hits
gene:Ocbimv22016967m.g,7TMR secretin family (latrophilin?)
gene:Ocbimv22009180m.g,Pre RNA processing factor
gene:Ocbimv22035667m.g,No hits
gene:Ocbimv22011999m.g,GPCR (Rhodopsin family but not one of our opsins)
gene:Ocbimv22025800m.g,Hox(OTX?)
gene:Ocbimv22030189m.g,GPCR (FMRFaminde?)
gene:Ocbimv22023076m.g,No hit
gene:Ocbimv22002562m.g,Rho GTPase activating protein
gene:Ocbimv22026600m.g,Myosin light chain
gene:Ocbimv22035566m.g,No hits (squid hit)
gene:Ocbimv22028265m.g,No hits
gene:Ocbimv22022773m.g,Scarecrow/Hox
gene:Ocbimv22010474m.g,No hits (squid and invert hits)
gene:Ocbimv22028897m.g,Unknown function
gene:Ocbimv22023550m.g,C2H2
gene:Ocbimv22001335m.g,Mitochondrial tryptophanyl tRNA synthetase
gene:Ocbimv22000751m.g,nAchR
gene:Ocbimv22008305m.g,No hits (squid hit)
gene:Ocbimv22018791m.g,No hit (Squid hit)
gene:Ocbimv22002924m.g,No great hits (Squid hit)
gene:Ocbimv22008873m.g,No hits
gene:Ocbimv22025477m.g,Barx1/Hox (Carrie's old)
gene:Ocbimv22012364m.g,No hits (squid hit)
gene:Ocbimv22024481m.g,Coiled coil domain containing protein
gene:Ocbimv22018319m.g,Nucleoporin
gene:Ocbimv22009009m.g,No identifying hits
gene:Ocbimv22036480m.g,No hits
gene:Ocbimv22002329m.g,No hits
gene:Ocbimv22031323m.g,No hits
gene:Ocbimv22014032m.g,No hits
gene:Ocbimv22006974m.g,No hits
gene:Ocbimv22015601m.g,Kelch-like protein
gene:Ocbimv22012958m.g,Neuroligin
gene:Ocbimv22030244m.g,No hit (squid hit)
gene:Ocbimv22015630m.g,"7TMR (Rhodopsin family but not one of ours, orexin receptor?)"
gene:Ocbimv22034314m.g,Calmodulin
gene:Ocbimv22033010m.g,GTP cyclohydrolase
gene:Ocbimv22000175m.g,Cadherin
gene:Ocbimv22016862m.g,No hits
gene:Ocbimv22010474m.g,No hits (squid and invert hits)
gene:Ocbimv22009859m.g,No hits (squid and invert hits)
gene:Ocbimv22023402m.g,Nucleolar
gene:Ocbimv22015601m.g,Kelch-like protein
gene:Ocbimv22028150m.g,No hits (squid and invert hits)
gene:Ocbimv22025452m.g,Intermediate filament lamin
gene:Ocbimv22015288m.g,Cytochrome P450
gene:Ocbimv22011680m.g,Potassium channel TWiK family
gene:Ocbimv22004213m.g,No hit (squid and invert hits)
gene:Ocbimv22026852m.g,FRAS1 related extracellular matrix protein
gene:Ocbimv22033376m.g,WNT (near Carrie's old WNT5)
gene:Ocbimv22039332m.g,Cadherin
gene:Ocbimv22021753m.g,Cadherin
gene:Ocbimv22036029m.g,"TMR (Rhodopsin family but not one of our opsins, Neuropeptide Y? RFamide?)"
gene:Ocbimv22013723m.g,No hit (Squid hit)
gene:Ocbimv22030893m.g,No hit
gene:Ocbimv22003440m.g,Exocyst complex component
gene:Ocbimv22029329m.g,Kelch domain containing protein
gene:Ocbimv22007906m.g,Origin recognition complex subunit
gene:Ocbimv22038077m.g,No hits (squid hit)
gene:Ocbimv22008970m.g,Polycystin cation channel polycystic kidney disease
gene:Ocbimv22020460m.g,C2H2
gene:Ocbimv22006136m.g,RIMS binding protein
gene:Ocbimv22026491m.g,No hits
gene:Ocbimv22014163m.g,No hits
gene:Ocbimv22003690m.g,No hit
gene:Ocbimv22027909m.g,No hits
gene:Ocbimv22009169m.g,NK1?
gene:Ocbimv22002565m.g,Aminopeptidase
gene:Ocbimv22027046m.g,Urea active transporter
gene:Ocbimv22006525m.g,No hit
gene:Ocbimv22020824m.g,Cadherin
gene:Ocbimv22016100m.g,No hit
gene:Ocbimv22038775m.g,Helix-loop DNA binding domain
gene:Ocbimv22036799m.g,Cyclin dependent kinase regulatory subunit
gene:Ocbimv22036008m.g,Aminopeptidase
gene:Ocbimv22025727m.g,Cadherin
gene:Ocbimv22025724m.g,Potassium Channel subfamily K (TWiK)
gene:Ocbimv22038956m.g,Ufm specific peptidase
gene:Ocbimv22015604m.g,Copper transporter
gene:Ocbimv22018190m.g,AMPA like GlutR
gene:Ocbimv22015863m.g,No hits
gene:Ocbimv22011261m.g,Unc/Twitchin/Titin/Fibronectin
gene:Ocbimv22034806m.g,"Octopamine transporter?! (check, 34805 is)"
gene:Ocbimv22000175m.g,Cadherin
gene:Ocbimv22010340m.g,Galactosyltransferase
gene:Ocbimv22019307m.g,No identifying hits
gene:Ocbimv22012715m.g,PHD finger integrator complex
gene:Ocbimv22039808m.g,C2H2
gene:Ocbimv22004409m.g,Fatty acid desaturase/cytochrome b5 like 
gene:Ocbimv22004412m.g,Jumonji containing domain
gene:Ocbimv22020835m.g,Cadherin
gene:Ocbimv22013885m.g,No hit
gene:Ocbimv22037252m.g,No hit
gene:Ocbimv22035690m.g,Formin
gene:Ocbimv22019394m.g,Calponin homology domain transgelin
gene:Ocbimv22023750m.g,No hit (Squid hit)
gene:Ocbimv22007521m.g,Cadherin
gene:Ocbimv22014665m.g,SLC(7/9?)
gene:Ocbimv22010787m.g,No identifying hits
gene:Ocbimv22009169m.g,NK1?
gene:Ocbimv22001254m.g,AN1 type zinc finger
gene:Ocbimv22002752m.g,SLC
gene:Ocbimv22025768m.g,No hits (squid hit)
gene:Ocbimv22026801m.g,No identifying hits
gene:Ocbimv22032528m.g,No hit
gene:Ocbimv22000464m.g,No hit (squid and invert hits)
gene:Ocbimv22007810m.g,SLC
gene:Ocbimv22025427m.g,No hit
gene:Ocbimv22002134m.g,Fibrinogen like
gene:Ocbimv22000068m.g,Lamin intermediate filament protein
gene:Ocbimv22011680m.g,Potassium channel TWiK family
gene:Ocbimv22038148m.g,No great hits (Squid hit)
gene:Ocbimv22033868m.g,No hit (Squid hit)
gene:Ocbimv22030651m.g,No hit
gene:Ocbimv22030651m.g,No hit
gene:Ocbimv22030651m.g,No hit
gene:Ocbimv22011680m.g,Potassium channel TWiK family
gene:Ocbimv22037397m.g,7TMR (Rhodopsin family but dopamine)
gene:Ocbimv22038141m.g,Ankyrin repeat acyl-CoA binding domain
gene:Ocbimv22030650m.g,No hit (Squid hit)
gene:Ocbimv22014073m.g,No hits (squid and invert hits)
gene:Ocbimv22001300m.g,No hit (squid hit)
gene:Ocbimv22007770m.g,No hit (Squid hit)
Ocbimv22017321m,membrane-associated_ring_finger_(C3HC4)_1_E3_ubiquitin_protein_ligase
Ocbimv22038267m,membrane-associated_ring_finger_(C3HC4)_3_E3_ubiquitin_protein_ligase
Ocbimv22027887m,membrane-associated_ring_finger_(C3HC4)_3_E3_ubiquitin_protein_ligase
Ocbimv22004791m,membrane-associated_ring_finger_(C3HC4)_3_E3_ubiquitin_protein_ligase
Ocbimv22029032m,membrane-associated_ring_finger_(C3HC4)_5
Ocbimv22027663m,membrane-associated_ring_finger_(C3HC4)_6_E3_ubiquitin_protein_ligase
Ocbimv22005792m,membrane-associated_ring_finger_(C3HC4)_8_E3_ubiquitin_protein_ligase
Ocbimv22032102m,Septin|AIG1_family|Protein_of_unknown_function_DUF258|GTPase_of_unknown_function|Septin_septin_2
Ocbimv22005716m,Septin|Protein_of_unknown_function_DUF258|AIG1_family|GTPase_of_unknown_function_septin_4
Ocbimv22024079m,Septin|AIG1_family|GTPase_of_unknown_function_septin_7
Ocbimv22015463m,Septin|GTPase_of_unknown_function_septin_10
Ocbimv22016323m,RNA_recognition_motif._(a.k.a._RRM_RBD_or_RNP_domain)||RNA_recognition_motif._(a.k.a._RRM_RBD_or_RNP_domain)||RNA_recognition_motif._(a.k.a._RRM_RBD_or_RNP_domain)||_APOBEC1_complementation_factor
Ocbimv22029597m,AIG2-like_family
Ocbimv22018927m,A-macroglobulin_receptor_alpha-2-macroglobulin
Ocbimv22009425m,MG2_domain|Alpha-2-macroglobulin_family_N-terminal_region|Alpha-2-macroglobulin_family|A-macroglobulin_complement_component|A-macroglobulin_receptor_alpha-2-macroglobulin-like_1
Ocbimv22023173m,achalasia_adrenocortical_insufficiency_alacrimia
Ocbimv22036776m,AMP-binding_enzyme_acetoacetyl-CoA_synthetase
Ocbimv22010621m,alpha/beta_hydroxylase_fold|alpha/beta_hydrolase_fold_arylacetamide_deacetylase
Ocbimv22010622m,alpha/beta_hydrolase_fold|alpha/beta_hydrolase_fold
Ocbimv22034367m,Carboxylesterase|alpha/beta_hydrolase_fold_arylacetamide_deacetylase-like_2
Ocbimv22002325m,aminoadipate_aminotransferase
Ocbimv22002323m,Aminotransferase_class_I_and_II_aminoadipate_aminotransferase
Ocbimv22002319m,Aminotransferase_class_I_and_II_aminoadipate_aminotransferase
Ocbimv22019746m,Protein_tyrosine_kinase|Protein_kinase_domain|ARC105_or_Med15_subunit_of_Mediator_complex_non-fungal_AP2_associated_kinase_1
Ocbimv22008016m,Eukaryotic_translation_initiation_factor_eIF2A|WD_domain_G-beta_repeat|WD_domain_G-beta_repeat|WD_domain_G-beta_repeat|WD_domain_G-beta_repeat|WD_domain_G-beta_repeat|WD_domain_G-beta_repeat_angio-associated_migratory_cell_protein
Ocbimv22030582m,tRNA_synthetases_class_II_(A)|Threonyl_and_Alanyl_tRNA_synthetase_second_additional_domain|DHHA1_domain_alanyl-tRNA_synthetase
Ocbimv22034802m,alanyl-tRNA_synthetase_domain_containing_1
Ocbimv22034803m,Threonyl_and_Alanyl_tRNA_synthetase_second_additional_domain_alanyl-tRNA_synthetase_domain_containing_1
Ocbimv22013644m,AMP-binding_enzyme_aminoadipate-semialdehyde_dehydrogenase
Ocbimv22013645m,PQQ_enzyme_repeat||_aminoadipate-semialdehyde_dehydrogenase
Ocbimv22036170m,4'-phosphopantetheinyl_transferase_superfamily_aminoadipate-semialdehyde_dehydrogenase-phosphopantetheinyl_transferase
Ocbimv22008432m,Alanine_dehydrogenase/PNT_N-terminal_domain|Alanine_dehydrogenase/PNT_C-terminal_domain_aminoadipate-semialdehyde_synthase
Ocbimv22000081m,TRAUB_(NUC102)_domain_apoptosis_antagonizing_transcription_factor
Ocbimv22014131m,Aminotransferase_class-III_4-aminobutyrate_aminotransferase
Ocbimv22023658m,ATP-binding_cassette_sub-family_A_(ABC1)_member_1
Ocbimv22023660m,ABC_transporter|||ABC_transporter_ATP-binding_cassette_sub-family_A_(ABC1)_member_1
Ocbimv22037736m,ABC_transporter|||ABC_transporter|_ATP-binding_cassette_sub-family_A_(ABC1)_member_1
Ocbimv22031289m,ABC_transporter||ABC_transporter|_ATP-binding_cassette_sub-family_A_(ABC1)_member_2
Ocbimv22030886m,ABC_transporter|||ABC_transporter|_ATP-binding_cassette_sub-family_A_(ABC1)_member_3
Ocbimv22009544m,ABC_transporter|||ABC_transporter|_ATP-binding_cassette_sub-family_A_(ABC1)_member_9
Ocbimv22014507m,ABC_transporter_transmembrane_region|ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter|Predicted_ATPase_of_the_ABC_class_ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_1
Ocbimv22032198m,ABC_transporter_transmembrane_region_ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_1
Ocbimv22031827m,ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_10
Ocbimv22003118m,ABC_transporter_transmembrane_region_ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_10
Ocbimv22032199m,ABC_transporter_transmembrane_region|ABC_transporter|Predicted_ATPase_of_the_ABC_class_ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_4
Ocbimv22015918m,ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_6
Ocbimv22035060m,ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_7
Ocbimv22005733m,ABC_transporter_transmembrane_region|ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_1
Ocbimv22001149m,ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_1
Ocbimv22001150m,ABC_transporter_transmembrane_region|ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_1
Ocbimv22016158m,ABC_transporter_transmembrane_region|ABC_transporter|ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_1
Ocbimv22036628m,ABC_transporter_transmembrane_region|ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_1
Ocbimv22033411m,ABC_transporter_transmembrane_region|ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_1
Ocbimv22032192m,ABC_transporter_transmembrane_region|ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_10
Ocbimv22036631m,ABC_transporter_transmembrane_region_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_2
Ocbimv22001148m,ABC_transporter_transmembrane_region_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_3
Ocbimv22022563m,ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_4
Ocbimv22006679m,ABC_transporter_transmembrane_region_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_4
Ocbimv22005514m,ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_5
Ocbimv22023520m,ABC_transporter_transmembrane_region_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_5
Ocbimv22008138m,ABC_transporter_transmembrane_region|ABC_transporter|ABC_transporter_transmembrane_region|ABC_transporter_ATP-binding_cassette_sub-family_C_(CFTR/MRP)_member_8
Ocbimv22016521m,ABC_transporter_transmembrane_region_2|ABC_transporter_ATP-binding_cassette_sub-family_D_(ALD)_member_2
Ocbimv22024347m,ABC_transporter_transmembrane_region_2|ABC_transporter_ATP-binding_cassette_sub-family_D_(ALD)_member_3
Ocbimv22024346m,ATP-binding_cassette_sub-family_D_(ALD)_member_3
Ocbimv22009748m,ABC_transporter_transmembrane_region_2|ABC_transporter_ATP-binding_cassette_sub-family_D_(ALD)_member_4
Ocbimv22022194m,Possible_metal-binding_domain_in_RNase_L_inhibitor_RLI|4Fe-4S_binding_domain|ABC_transporter|ABC_transporter_ATP-binding_cassette_sub-family_E_(OABP)_member_1
